"AcceptingNewPatients","Accessibility","AccountID","AccountName","ActiveMHDesignation","ActiveRSSOLicense","ActiveSUDLicense","AddressOneLine","CommunityMentalHealthCenter","CommunityMentalHealthClinic","DUIDWI","DisplayName","Fees","HideAddress","HoursofOperationFriday","HoursofOperationMonday","HoursofOperationSaturday","HoursofOperationSunday","HoursofOperationThursday","HoursofOperationTuesday","HoursofOperationWednesday","LanguagesSpoken","MentalHealthSettings","OffersTelehealth","OpioidTreatmentPrograms","Phone","PopulationServed","ProviderDirectoryFormModifiedDate","ProviderLocationDisplayLabel","RSSOServicesProvided","SubstanceUseServices","TelehealthRestrictions","Website","lat","lon"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3yYAAT","Partnership for Progress - Main St.","0","0","1","404 N. Main St., Rocky Ford, CO 81067","0","0","1","Southeast Health Group - Rocky Ford","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","Telehealth Available - No Restrictions","0","(719) 384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 3:01 PM","404 N. Main St._BR_ENCODED_Rocky Ford, CO 81067","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","www.southeasthealthgroup.org","38.0544937","-103.7183959"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3y7AAD","Partnership for Progress - 220 1st St.","0","0","1","220 1st Street, Ordway, CO 81063","0","0","1","Southeast Health Group - Ordway","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","Telehealth Available - No Restrictions","0","(719) 384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 2:06 PM","220 1st Street_BR_ENCODED_Ordway, CO 81063","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","www.southeasthealthgroup.org","38.2158049","-103.7583942"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3y8AAD","Southeast Mental Health Services-CMHC","1","0","1","711 Barnes Ave, La Junta, CO 81050","1","0","1","Southeast Health Group - La Junta","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 6:00PM","","","8:00AM - 5:00PM","8:00AM - 6:00PM","8:00AM - 6:00PM","English; Spanish","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center","Telehealth Available - No Restrictions","0","(719) 384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 3:14 PM","711 Barnes Ave_BR_ENCODED_La Junta, CO 81050","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.southeasthealthgroup.org","37.9815013","-103.5537689"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0014M00002Kj0KnQAJ","Southeast Mental Health Services","0","0","1","437 6th Street, Las Animas, CO 81054","0","0","1","Southeast Health Group - Las Animas","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","Community Mental Health Clinic","Telehealth Available - No Restrictions","0","719-384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","11/16/2022 10:34 AM","437 6th Street_BR_ENCODED_Las Animas, CO 81054","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment","","www.southeasthealthgroup.org","38.0661163","-103.2222337"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001LZOxRAAX","Southeast Mental Health Services-Regional Assessment Center","0","0","1","721 Barnes Ave, La Junta, CO 81050","0","0","0","Southeast Health Group - Regional Assessment Center","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English; Spanish","","Telehealth Available - No Restrictions","0","(719) 384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 3:16 PM","721 Barnes Ave_BR_ENCODED_La Junta, CO 81050","","General Treatment; Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification","","www.southeasthealthgroup.org","37.9814766","-103.5536333"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0014M00001sYBq9QAG","Southeast Health Group - ATU","1","0","0","721 Barnes Avenue, La Junta, CO 81050","0","0","0","Southeast Health Group - Acute Treatment Unit","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English; Spanish","72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Acute Treatment Unit","Telehealth Available - No Restrictions","0","(719) 384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 3:07 PM","721 Barnes Avenue_BR_ENCODED_La Junta, CO 81050","","","","www.southeasthealthgroup.org","37.9814766","-103.5536333"
"yes","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0014M00001nDEwKQAW","Southeast Health Group dba Partnership for Progress - Rittgers","0","0","1","14833 S. Rittgers Street, Eads, CO 81036","0","0","1","Southeast Health Group - Eads","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 4:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","Telehealth Available - No Restrictions","0","719-384-5446","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","8/17/2022 3:10 PM","14833 S. Rittgers Street_BR_ENCODED_Eads, CO 81036","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","www.southeasthealthgroup.org","38.4819808","-102.7764393"
"","Wheelchair","0016100001HA3rzAAD","National Institute for Change - Arapahoe","1","0","1","9600 E. Arapahoe Rd. # 220, Greenwood Village, CO 80112","0","1","1","National Institute for Change - Greenwood Village","Medicaid; Self Pay; Sliding Fee Scale","0","","9:00AM - 5:00PM","","","9:00AM - 7:00PM","9:00AM - 7:00PM","9:00AM - 7:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 231-0090","LGBTQIA+; Men; Military; Women; Offender; Clients referred from Court/Judicial System","5/24/2022 11:54 PM","9600 E. Arapahoe Rd. # 220_BR_ENCODED_Greenwood Village, CO 80112","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.nichange.com","39.5943948","-104.877964"
"","Wheelchair","0016100001HA3k9AAD","National Institute for Change - Parker","1","0","1","2600 S Parker Rd Building 5-150, Aurora, CO 80014","0","1","1","National Institute for Change - Aurora","Medicaid; Self Pay; Sliding Fee Scale","0","","9:00AM - 7:00PM","","","9:00AM - 7:00PM","9:00AM - 8:00PM","9:00AM - 7:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 231-0090","LGBTQIA+; Men; Military; Women; Offender; Clients referred from Court/Judicial System","5/24/2022 11:58 PM","2600 S Parker Rd Building 5-150_BR_ENCODED_Aurora, CO 80014","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.nichange.com","39.6697079","-104.8627129"
"","Wheelchair","0016100001HA3tYAAT","National Institute for Change","1","0","1","5250 Leetsdale Dr, Suite 203, Denver, Colorado 80246","0","1","1","National Institute for Change - Denver","Medicaid; Self Pay; Sliding Fee Scale","0","","9:00AM - 7:00PM","","","9:00AM - 7:00PM","9:00AM - 7:00PM","9:00AM - 7:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 231-0090","LGBTQIA+; Men; Military; Women; Offender; Clients referred from Court/Judicial System","5/24/2022 11:56 PM","5250 Leetsdale Dr, Suite 203_BR_ENCODED_Denver, Colorado 80246","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.nichange.com","39.7077615","-104.9267139"
"","Wheelchair","0016100001HA43HAAT","National Institute for Change - Wadsworth","1","0","1","3225 S Wadsworth Blvd #T, Unit T, Lakewood, CO 80227","0","1","1","National Institute for Change - Lakewood","Medicaid; Self Pay; Sliding Fee Scale","0","","9:00AM - 7:00PM","","","9:00AM - 7:00PM","9:00AM - 7:00PM","9:00AM - 7:00PM","English","Outpatient; Day Treatment; Community Mental Health Clinic","","0","(303) 231-0090","LGBTQIA+; Men; Military; Women; Offender; Clients referred from Court/Judicial System","5/25/2022 12:00 AM","3225 S Wadsworth Blvd #T, Unit T_BR_ENCODED_Lakewood, CO 80227","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.nichange.com","39.6577873","-105.0834158"
"","","0016100001HA3h7AAD","Addictive Behaviors Counseling - Mt Shadows Dr","0","0","1","425 Mountain Shadows Dr, Glenwood Springs, CO 81601","0","0","1","Addictive Behaviors Counseling - Glenwood Springs (Mountain Shadows Dr)","Private Insurance; Self Pay; Sliding Fee Scale","0","8:30AM - 5:00PM","8:30AM - 5:00PM","8:30AM - 5:00PM","","8:30AM - 5:00PM","8:30AM - 5:00PM","8:30AM - 5:00PM","English","","","0","(970) 945-4854","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","9/26/2022 10:25 AM","425 Mountain Shadows Dr_BR_ENCODED_Glenwood Springs, CO 81601","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","","39.5672259","-107.3679053"
"","","0016100001HA3h5AAD","Addictive Behaviors Counseling - Castle Creek","0","0","1","0405 Castle Creek Rd, Aspen, CO 81611","0","0","1","Addictive Behaviors Counseling - Aspen","Private Insurance; Self Pay; Sliding Fee Scale","0","","","","","","4:30PM - 7:30PM","","English","","","0","(970) 945-4854","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","9/26/2022 10:25 AM","0405 Castle Creek Rd_BR_ENCODED_Aspen, CO 81611","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","","39.1898319","-106.8376243"
"","","0016100001HA3h6AAD","Addictive Behaviors Counseling - Grand","0","0","1","1429 Grand Ave, Glenwood Springs, CO 81601","0","0","1","Addictive Behaviors Counseling - Glenwood Springs (Grand Ave)","Private Insurance; Self Pay; Sliding Fee Scale","0","8:30AM - 5:30PM","8:30AM - 5:30PM","","","8:30AM - 9:00PM","8:30AM - 9:00PM","8:30AM - 9:00PM","English","","","0","(970) 945-4854","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","9/26/2022 10:25 AM","1429 Grand Ave_BR_ENCODED_Glenwood Springs, CO 81601","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","","","39.5382715","-107.3255235"
"","Wheelchair","0016100001HA3hTAAT","Colorado Western Slope Counseling - 4th St.","0","0","1","211 W 4th Street, Delta, CO 81416","0","0","1","Colorado Western Slope Counseling - Delta","Self Pay","0","9:00AM - 7:00PM","9:00AM - 5:00PM","","","","","9:00AM - 7:00PM","English","","","0","(970) 874-9180","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System","8/6/2022 9:34 AM","211 W 4th Street_BR_ENCODED_Delta, CO 81416","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.duiclassesdelta.com","38.741826","-108.0726628"
"","","0016100001HA3heAAD","Colorado Western Slope Counseling - Hwy 133","0","0","1","42218 Hwy 133, Paonia, CO 81428","0","0","1","Colorado Western Slope Counseling - Paonia","Self Pay","0","","","","","","9:00AM - 5:00PM","","English","","","0","(970) 874-9180","HIV; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System","8/6/2022 9:36 AM","42218 Hwy 133_BR_ENCODED_Paonia, CO 81428","","Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Level II Four Plus","","www.duiclassesdelta.com","38.898916","-107.5664993"
"yes","","0016100001R2Hh5AAF","Rangeview Counseling Center-Lafayette","0","0","1","103 East Simpson St, Lafayette, CO 80026","0","0","1","Rangeview Counseling Center - Lafayette","Medicaid; Self Pay; Sliding Fee Scale","0","9:00AM - 5:00PM","9:00AM - 5:00PM","","","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","English","","Telehealth Only","0","(303) 447-2038","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","11/14/2022 4:23 PM","103 East Simpson St_BR_ENCODED_Lafayette, CO 80026","","Outpatient; DUI/DWI; Youth Treatment; Level II Four Plus","","www.rangeviewcounselingcenter.com","39.9980957","-105.0870239"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3pyAAD","North Range BH - Adelante/MCC Campus","0","0","1","100 N 11th Avenue, Greeley, CO 80631","0","0","0","North Range Behavioral Health - Adelante/MCC Campus - Greeley","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","","0","(970) 347-2120","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","5/19/2022 2:54 PM","100 N 11th Avenue_BR_ENCODED_Greeley, CO 80631","","Outpatient; General Treatment; Youth Treatment; Gender Responsive Treatment for Women","","www.northrange.org","40.4343552","-104.6960454"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3pzAAD","North Range BH - Fort Lupton","0","0","1","145 1st Street, Fort Lupton, CO 80621","0","0","1","North Range Behavioral Health - Fort Lupton","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","","0","(970) 347-2129","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian","7/1/2022 3:16 PM","145 1st Street_BR_ENCODED_Fort Lupton, CO 80621","","Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women; Level II Four Plus","","http://www.northrange.org/counseling","40.0804529","-104.8172359"
"","Deaf/Hard of Hearing; Visually Impaired","0016100001HA3q0AAD","North Range Behavioral Health - Crisis Stabilization Services","1","0","1","1140 M Street, Greeley, CO 80631","0","0","0","North Range Behavioral Health - Crisis Stabilization Services - Greeley","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","","12:00AM - 12:00AM","12:00AM - 12:00AM","12:00AM - 12:00AM","English","72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Acute Treatment Unit","","0","(370) 347-2120","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System; American Indian","5/20/2022 1:39 PM","1140 M Street_BR_ENCODED_Greeley, CO 80631","","Outpatient; General Treatment; Clinically Managed Residential Detoxification","","www.northrange.org","40.4486208","-104.6980956"
"","Deaf/Hard of Hearing; Visually Impaired; Wheelchair","0016100001HA3l2AAD","North Range BH- Adult Recovery Program ARP","0","0","1","1306 11th Ave, Greeley, CO 80631","0","0","0","North Range Behavioral Health - Adult Recovery Program (ARP) - Greeley","Medicaid; Private Insurance; Self Pay; Sliding Fee Scale","0","8:00AM - 5:00PM","8:00AM - 5:00PM","","","8:00AM - 5:00PM","8:00AM - 5:00PM","8:00AM - 5:00PM","English; Spanish","","","0","(970) 347-2120","HIV; Homeless; LGBTQIA+; Men; Military; Older Adults; Pregnant Person; Women; Offender; Clients referred from Court/Judicial System; American Indian","5/19/2022 2:50 PM","1306 11th Ave_BR_ENCODED_Greeley, CO 80631","","Outpatient; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women","","www.northrange.org","40.4181117","-104.6959998"
